Account,ASM,Growth Category,Link,My Last Call Date,Narc Id,Product Line,RSD,SEG,TM,$ / Fte (Mat),$ / Fte (Ytd),$ MAT Growth,$ YTD Growth,% MAT Growth,% YTD Growth,CYTD GLR Sales,FTE,MAT GLR Sales,Number of Records,PMAT GLR Sales,PYTD GLR Sales
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,4 Way Lepto,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Albon,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Amforol Tabs,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Amoxi,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Anipryl,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Antirobe,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Antisedan - Canine,1WO - Ford,C,3213 - Dempster,15.25,8.25,15.25,8.25,5.304347,5.602716,155.5,1,302.75,1,287.5,147.25
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Apoquel,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Assay,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Assure,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Bactoderm,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Bio Medical Other,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Bordetella Mono,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Bronchicine,1WO - Ford,C,3213 - Dempster,-1235,-945,-1235,-945,-79.677419,-100,0,1,315,1,1550,945
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Business Consulting CA,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Canine Bios Service Items,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Canine Influenza,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Canine Measles,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Canine Other,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Cerenia Inj Emesis,1WO - Ford,C,3213 - Dempster,25.4,126.95,25.4,126.95,7.790216,113.095768,239.2,1,351.45,1,326.05,112.25
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Cerenia Oral,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Cestex,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Clavamox,1WO - Ford,C,3213 - Dempster,-875.42,-653.75,-875.42,-653.75,-32.186688,-39.090528,1018.65,1,1844.4,1,2719.82,1672.4
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,CliniCare,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Convenia,1WO - Ford,C,3213 - Dempster,-436.95,-473.7,-436.95,-473.7,-15.939517,-31.261136,1041.6,1,2304.35,1,2741.3,1515.3
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Corona Mono,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Corona Poly,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Domitor - Dexdomitor,1WO - Ford,C,3213 - Dempster,-568,-441.75,-568,-441.75,-65.855072,-100,0,1,294.5,1,862.5,441.75
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Doxirobe,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Eradimite,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Favor,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Felocell CVR,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Felocell CVR-C,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Hemoclip other surgical,1WO - Ford,C,3213 - Dempster,67.2,40.05,67.2,40.05,0,0,40.05,1,67.2,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,High Titer Parv/ Corona,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,High Titer Parvo,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Ketaset,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Lax-Aire,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Leukocell,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Lincocin Sterile Solution,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Lyme Vax,1WO - Ford,C,3213 - Dempster,-164,-164,-164,-164,-100,-100,0,1,0,1,164,164
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Medrol,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Mita-Clear,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Mitaban,1WO - Ford,C,3213 - Dempster,382.82,208.02,382.82,208.02,553.368025,300.693842,277.2,1,452,1,69.18,69.18
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Nemex,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Nolvadent,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,One Year Rabies,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Ophthalmics,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Otics,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,PHC Other,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Palladia CAD Therapeutics,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Pet Cal,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Pet Tabs Plus,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Pet Tabs Vet Formula,1WO - Ford,C,3213 - Dempster,170.38,108.6,170.38,108.6,457.395973,574.603174,127.5,1,207.63,1,37.25,18.9
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Pet Tinic,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Pet Wellness Report,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Porphyromonas Vaccine,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Primor,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Primucell,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,ProHeart 6,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,ProMeris Cat,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,ProMeris Dog,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Profit Solver,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Propoflo,1WO - Ford,C,3213 - Dempster,52.56,-46.56,52.56,-46.56,37.308347,-48.5,49.44,1,193.44,1,140.88,96
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,RFD,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Rabies Service Items,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Revolution Canine,1WO - Ford,C,3213 - Dempster,37,371.5,37,371.5,2.20632,55.037037,1046.5,1,1714,1,1677,675
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Revolution Feline,1WO - Ford,C,3213 - Dempster,-305,13,-305,13,-30.684104,3.846153,351,1,689,1,994,338
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Revolution Puppy Kitten,1WO - Ford,C,3213 - Dempster,-268,0,-268,0,-100,0,0,1,0,1,268,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Rimadyl BP,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Rimadyl Caplets,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Rimadyl Chewable,1WO - Ford,C,3213 - Dempster,-1672.05,-996.8,-1672.05,-996.8,-76.967869,-100,0,1,500.35,1,2172.4,996.8
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Rimadyl Injectable,1WO - Ford,C,3213 - Dempster,-92.2,-96.8,-92.2,-96.8,-48.783068,-100,0,1,96.8,1,189,96.8
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Sevoflurane,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Simbadol,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Decliners,,6/17/2015,27129,Simplicef,1WO - Ford,C,3213 - Dempster,-1324.87,-1104.57,-1324.87,-1104.57,-62.83859,-100,0,1,783.5,1,2108.37,1104.57
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Sleepaway,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Slentrol,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Steroids/ Neo Predef,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Synotic Otic Solution,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Telazol,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Temaril P,1WO - Ford,C,3213 - Dempster,32.1,12.65,32.1,12.65,4.023312,3.095558,421.3,1,829.95,1,797.85,408.65
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Three Year Rabies,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Torbutrol,1WO - Ford,C,3213 - Dempster,-598.5,0,-598.5,0,-100,0,0,1,0,1,598.5,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Tritop,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,VerCornell,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,VerTAMU,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Veritias,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Vi-Sorbits,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Viokase-V Liquid,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Witness FeLV,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Witness Felv-FIV,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Witness HW,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Witness Parvo,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,No Change,,6/17/2015,27129,Witness Repro,1WO - Ford,C,3213 - Dempster,0,0,0,0,0,0,0,1,0,1,0,0
Airport West Animal Clinic - 27129,132 - Archuleta,Growers,,6/17/2015,27129,Zeniquin,1WO - Ford,C,3213 - Dempster,115.9,115.9,115.9,115.9,0,0,115.9,1,115.9,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,4 Way Lepto,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Growers,,6/12/2015,12416,Albon,1WO - Ford,B,3213 - Dempster,23.983333,65.033333,71.95,195.1,58.424685,0,195.1,3,195.1,1,123.15,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Amforol Tabs,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Decliners,,6/12/2015,12416,Amoxi,1WO - Ford,B,3213 - Dempster,-425.083333,-279.533333,-1275.25,-838.6,-65.020649,-70.070187,358.2,3,686.05,1,1961.3,1196.8
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Anipryl,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Antirobe,1WO - Ford,B,3213 - Dempster,-8.4,0,-25.2,0,-100,0,0,3,0,1,25.2,0
Alpine Animal Hospital - 12416,132 - Archuleta,Growers,,6/12/2015,12416,Antisedan - Canine,1WO - Ford,B,3213 - Dempster,268.916666,212.833333,806.75,638.5,112.792729,216.808149,933,3,1522,1,715.25,294.5
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Apoquel,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Assay,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Assure,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Bactoderm,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Bio Medical Other,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Bordetella Mono,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Decliners,,6/12/2015,12416,Bronchicine,1WO - Ford,B,3213 - Dempster,-306.666666,-105,-920,-315,-100,-100,0,3,0,1,920,315
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Business Consulting CA,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Canine Bios Service Items,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Canine Influenza,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Canine Measles,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Canine Other,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Growers,,6/12/2015,12416,Cerenia Inj Emesis,1WO - Ford,B,3213 - Dempster,129.85,49.666666,389.55,149,50.610627,33.184855,598,3,1159.25,1,769.7,449
Alpine Animal Hospital - 12416,132 - Archuleta,Decliners,,6/12/2015,12416,Cerenia Oral,1WO - Ford,B,3213 - Dempster,-35.333333,-31.666666,-106,-95,-14.266487,-30.995106,211.5,3,637,1,743,306.5
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Cestex,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Decliners,,6/12/2015,12416,Clavamox,1WO - Ford,B,3213 - Dempster,160.666666,-52.05,482,-156.15,21.301042,-9.912712,1419.1,3,2744.8,1,2262.8,1575.25
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,CliniCare,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Decliners,,6/12/2015,12416,Convenia,1WO - Ford,B,3213 - Dempster,96.933333,-76.333333,290.8,-229,19.378915,-22.668778,781.2,3,1791.4,1,1500.6,1010.2
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Corona Mono,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Corona Poly,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Growers,,6/12/2015,12416,Domitor - Dexdomitor,1WO - Ford,B,3213 - Dempster,416.583333,215.583333,1249.75,646.75,173.035652,146.406338,1088.5,3,1972,1,722.25,441.75
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Doxirobe,1WO - Ford,B,3213 - Dempster,-110.75,0,-332.25,0,-100,0,0,3,0,1,332.25,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Eradimite,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Favor,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Felocell CVR,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Felocell CVR-C,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Growers,,6/12/2015,12416,Hemoclip other surgical,1WO - Ford,B,3213 - Dempster,0.733333,7.166666,2.2,21.5,11.398963,0,21.5,3,21.5,1,19.3,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,High Titer Parv/ Corona,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,High Titer Parvo,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Decliners,,6/12/2015,12416,Ketaset,1WO - Ford,B,3213 - Dempster,-60.133333,-30.533333,-180.4,-91.6,-100,-100,0,3,0,1,180.4,91.6
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Lax-Aire,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Leukocell,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Lincocin Sterile Solution,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Lyme Vax,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,Decliners,,6/12/2015,12416,Medrol,1WO - Ford,B,3213 - Dempster,-37.4,-37.4,-112.2,-112.2,-100,-100,0,3,0,1,112.2,112.2
Alpine Animal Hospital - 12416,132 - Archuleta,Growers,,6/12/2015,12416,Mita-Clear,1WO - Ford,B,3213 - Dempster,5.243333,5.243333,15.73,15.73,0,0,15.73,3,15.73,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Mitaban,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Nemex,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,Nolvadent,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
Alpine Animal Hospital - 12416,132 - Archuleta,No Change,,6/12/2015,12416,One Year Rabies,1WO - Ford,B,3213 - Dempster,0,0,0,0,0,0,0,3,0,1,0,0
